year,region,residence,metric,unit,value
2011,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.917658492487972
2011,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,37.61179688202076
2011,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.718219885553975
2011,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Others,%,5.985500604876328
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,64.39233417570202
2011,REMAINING,Others,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,26.11641488316337
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,35.49836292581278
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,29.2256400182116
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.264804279095859
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,33.96984045242228
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.476979452138667
2011,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Others,%,14.32411047055973
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,44.63486146817539
2011,REMAINING,Others,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.433101545808677
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,3.77604356095501
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,5.420743778854963
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,5.699560123004723
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,28.26292162749468
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.689769438024123
2011,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Others,%,4.082998457675648
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,65.17938134751586
2010,SOUTHEAST ASIA,Indonesia,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.78816095065762
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,36.83569227237392
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,14.4841556817556
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,0.9988829759632468
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,10.38786227333675
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,3.406835941637917
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Others,%,15.57975002961505
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,54.85504812818444
2010,SOUTHEAST ASIA,Indonesia,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,8.31089032495431
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,8.043772978730724
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,4.474838129702674
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.269668914950999
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,13.34024335804841
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.121542156611933
2010,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Others,%,6.583996008755329
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,51.03296061841525
2010,SOUTHEAST ASIA,Malaysia,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,12.55831979828674
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,37.9516341018706
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,12.51975193672527
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.283935155598391
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,11.92807662241543
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.780370409104064
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Others,%,21.92727049616371
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,53.35047224098735
2010,SOUTHEAST ASIA,Malaysia,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,5.597680968523443
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,6.522007442140646
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,3.400509730943379
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.858832106571433
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,13.28802395040427
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.596804509507874
2010,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Others,%,13.38566905100565
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,65.1852855354736
2010,SOUTHEAST ASIA,Philippines,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.54564939911451
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,30.70675633359139
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,28.78451200729113
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.423744524716789
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,17.72071480660081
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.189569875296153
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Others,%,8.551512458241827
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,44.24645986822723
2010,SOUTHEAST ASIA,Philippines,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.811252878633848
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,6.123411929551828
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,7.713410845133413
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,4.038691510186763
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,26.96522440213471
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.1790710976755
2010,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Others,%,2.922477468621785
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,54.66051902864476
2010,SOUTHEAST ASIA,Thailand,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,28.41639895565275
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,46.39046789725705
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,21.07019644264329
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,0.8561607853171869
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,14.30605542852187
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,3.751876665225638
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Others,%,20.06345577097863
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,41.05654564732954
2010,SOUTHEAST ASIA,Thailand,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.08313317863253
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,10.64792902552619
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,4.605184604485108
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,0.9673581230602608
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,13.70472966077275
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,10.11726868215434
2010,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Others,%,5.817851078159906
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,54.19942148874559
2010,SOUTHEAST ASIA,Vietnam,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,26.72334949009687
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,38.61409366179416
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,23.40046982602616
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,3.066483022387619
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,15.17444138145354
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.152332164472388
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Others,%,21.46152137992702
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,37.703920456017
2010,SOUTHEAST ASIA,Vietnam,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.030683100403413
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,3.498177081260337
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,2.818868765458467
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.192654140671346
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,31.39259644739316
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,10.76672514437193
2010,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Others,%,5.596374864414496
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,39.67921762978131
2010,GREATER CHINA,China,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,33.18481047490204
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,34.2339666602894
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,18.75483495431367
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,6.599863843578566
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,7.28239031517623
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,6.173671478198265
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Others,%,31.50539292956479
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,42.64460816045827
2010,GREATER CHINA,China,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,12.42067864103554
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,4.598395942548792
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,3.430807916374827
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,7.283382468407371
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,4.439372379063095
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,16.8812454701869
2010,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Others,%,8.301509022035178
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,36.9356051282091
2010,GREATER CHINA,Hong Kong SAR,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.42741639521011
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,64.98314617988999
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,27.59568928521594
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,0.6730724769855895
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.883226494146954
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.593968377489921
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Others,%,14.27655865711014
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,42.39654543662869
2010,GREATER CHINA,Hong Kong SAR,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.611292474732253
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,24.89300436138908
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,10.64438114412915
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,0.3552992672620147
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,5.438486125433749
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,3.013023934206548
2010,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Others,%,6.64796725653028
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,47.14122101806675
2010,GREATER CHINA,Taiwan,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.82956172730228
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,37.0809255174406
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,29.67713584756701
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.3532993907387
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,0.9374212761841724
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Others,%,14.53656009690199
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,57.02725814100371
2010,GREATER CHINA,Taiwan,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,7.198046669303588
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,14.23285108106337
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,9.842903333490352
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.221687651864076
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,5.901622438679031
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,0.6814461397115589
2010,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Others,%,3.894184544884304
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,33.83112033268232
2010,NORTH ASIA,Japan,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.963333578487331
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,38.23005800578711
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,37.94635489017316
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.254582639837965
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.172747972136471
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.593835849056364
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Others,%,11.48726975392318
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,41.08242712314794
2010,NORTH ASIA,Japan,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,4.996856485054519
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,12.50896055984762
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,21.24303534136774
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,5.905854157512556
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.305190376363276
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,7.279125429284897
2010,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Others,%,3.678550527183297
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,43.97527422564117
2010,NORTH ASIA,South Korea,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,21.61133217604411
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,50.90923759806213
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,29.01402891695425
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.343486225579388
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,12.03118376373267
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.675089437815594
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Others,%,23.27400797671504
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,35.07719864179354
2010,NORTH ASIA,South Korea,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.49619081519099
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,13.64881514713164
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,8.876894854053603
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,4.239351980888424
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,12.03886213242136
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,5.210600294404568
2010,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Others,%,7.412086134402528
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,44.50628461336931
2010,SOUTH ASIA,India,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,17.56820456376245
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,31.62526792266125
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,23.48720041995098
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,7.110133641373072
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,30.13103642015797
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,9.709478352264265
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Others,%,16.17743308000033
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,16.94986612506657
2010,SOUTH ASIA,India,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,4.760872151532362
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,4.621904586506732
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,4.166955768219951
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,14.29172768070849
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,44.33956024031599
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,3.810787547541957
2010,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Others,%,7.058325900243797
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,52.98983660629163
2010,EUROPE,France,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,17.48202255115357
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,7.385460390780869
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,39.20973598950699
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.367579778434462
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,15.48366707535066
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.191555743200371
2010,EUROPE,France,Shopping Items Purchased in terms of Popularity | Others,%,12.69791448468264
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,44.69074984262468
2010,EUROPE,France,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,12.75760041438265
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,2.2779812687283
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,16.05164287427095
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.88435109010737
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,13.35790339469039
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.824682073276855
2010,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Others,%,7.155089041918803
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,67.06418813080485
2010,EUROPE,Germany,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,14.17076852646768
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,16.63492816340695
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,35.16863811877791
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.100065218581636
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,22.44282855838178
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.167984301276944
2010,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Others,%,12.20940945343785
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,46.88982513471971
2010,EUROPE,Germany,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,4.705036504267695
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,2.409779266835954
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,15.47277551168769
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,3.074688694313685
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,20.29410037436886
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.756650118337108
2010,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Others,%,5.397144395469305
2010,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,54.06447929076491
2010,EUROPE,Italy,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.05960169961467
2010,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,9.025520371010575
2010,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,34.00581309030939
2010,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,8.585810630419084
2010,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,18.85290562125915
2010,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Others,%,8.599830361405974
2010,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,38.4560166669277
2010,EUROPE,Italy,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.75676224891096
2010,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,0.6732070837111648
